stature_m,buttockheight,waistdepth,span,waistcircumference,shouldercircumference,footlength,handlength,functionalleglength,chestheight,chestcircumference,cervicaleheight,sittingheight
1.646,823,235,1803,951,1244,270,201,1095,1215,1095,1422,860
1.81,916,278,1905,1093,1290,288,205,1263,1323,1233,1584,943
1.701,845,233,1725,931,1122,263,185,1144,1250,1033,1486,866
1.85,929,230,1914,938,1227,281,203,1211,1355,1078,1609,963
1.764,867,232,1815,884,1164,275,199,1092,1296,1071,1521,943
1.863,969,231,1961,948,1199,267,200,1172,1382,1029,1629,939
1.764,878,270,1908,1078,1245,274,194,1130,1281,1145,1523,943
1.811,910,258,1956,1034,1200,294,211,1213,1339,1132,1584,935
1.795,870,231,1900,969,1176,293,202,1177,1310,1035,1549,942
1.583,809,180,1660,747,1045,244,180,1037,1148,872,1372,834
1.768,888,208,1853,878,1158,274,185,1204,1288,1003,1533,929
1.886,970,206,1954,872,1221,281,190,1218,1399,1077,1643,942
1.681,835,270,1709,1054,1170,274,186,1067,1230,1110,1440,904
1.698,842,228,1744,914,1150,270,185,1068,1250,1031,1474,906
1.708,847,268,1776,1012,1183,265,191,1104,1222,1117,1482,888
1.642,849,264,1757,1059,1201,268,191,1087,1199,1153,1422,839
1.789,856,257,1831,1046,1256,284,186,1118,1279,1097,1536,983
1.664,817,286,1693,1042,1166,244,181,1070,1233,1078,1446,885
1.88,954,278,1956,1047,1289,279,203,1258,1372,1142,1628,964
1.74,873,273,1763,1030,1186,264,184,1165,1270,1143,1513,916
1.71,875,186,1879,835,1135,273,205,1114,1239,946,1476,852
1.738,857,241,1813,975,1184,262,186,1130,1284,1046,1496,925
1.777,871,214,1766,911,1177,253,189,1093,1288,1027,1522,953
1.613,786,240,1736,945,1102,267,194,1063,1182,1006,1393,850
1.649,809,258,1690,1036,1211,254,170,1154,1200,1139,1417,861
1.786,888,200,1884,780,1188,282,204,1168,1313,976,1551,920
1.73,874,231,1843,909,1142,256,198,1172,1257,1004,1497,874
1.763,882,240,1832,929,1194,266,186,1189,1272,1033,1523,888
1.768,875,180,1839,723,1077,269,189,1129,1304,902,1520,927
1.834,925,203,1862,809,1145,266,186,1156,1342,967,1585,944
1.767,905,196,1865,769,1142,284,197,1149,1309,968,1533,911
1.844,953,246,1896,955,1193,292,206,1214,1373,1021,1606,930
1.859,923,198,1897,799,1158,299,204,1207,1353,990,1589,986
1.74,870,240,1792,933,1204,282,203,1123,1279,1061,1513,919
1.704,824,195,1749,808,1072,266,196,1075,1238,941,1457,912
1.807,899,272,1850,1070,1284,275,193,1222,1352,1240,1566,929
1.718,854,178,1824,753,1088,276,190,1083,1264,942,1479,905
1.75,856,188,1807,803,1135,272,188,1113,1291,958,1513,935
1.716,857,215,1795,863,1146,259,189,1136,1255,998,1489,906
1.77,885,224,1848,878,1173,284,197,1126,1287,1093,1533,919
1.865,991,206,2039,850,1211,289,212,1217,1403,1073,1637,898
1.759,865,194,1861,815,1063,272,197,1102,1265,915,1515,910
1.926,978,217,2055,884,1267,297,210,1230,1457,1115,1689,985
1.705,877,195,1873,826,1128,265,197,1144,1275,934,1485,858
1.781,878,232,1952,975,1194,290,204,1170,1293,1016,1551,879
1.766,857,205,1800,865,1169,274,200,1116,1279,1018,1512,960
1.814,893,226,1896,895,1174,274,197,1199,1331,1029,1552,940
1.83,906,206,1861,848,1135,281,198,1139,1341,986,1582,983
1.738,858,207,1834,804,1120,275,203,1106,1269,933,1493,916
1.868,919,230,1924,918,1196,283,203,1163,1363,1010,1602,979
1.668,798,274,1715,1060,1183,264,188,1055,1234,1086,1431,911
1.853,924,275,2024,1075,1293,285,205,1288,1389,1144,1631,920
1.571,785,248,1649,1009,1143,232,172,1036,1166,1067,1365,829
1.723,859,254,1802,1022,1208,285,196,1166,1225,1098,1493,918
1.829,895,252,1889,999,1300,285,193,1145,1356,1163,1574,985
1.696,861,234,1778,932,1162,254,178,1111,1264,1057,1477,892
1.727,856,187,1810,741,1126,270,188,1077,1256,917,1459,938
1.785,895,207,1960,879,1171,286,209,1127,1325,996,1534,930
1.698,856,191,1780,801,1088,264,192,1130,1275,942,1483,882
1.845,917,245,1974,973,1223,287,204,1157,1353,1034,1585,980
1.772,867,212,1858,880,1165,274,197,1116,1291,1021,1516,944
1.714,862,258,1854,1029,1201,274,204,1139,1242,1093,1486,881
1.772,932,251,1886,1004,1231,278,197,1179,1331,1191,1535,888
1.747,851,209,1788,865,1165,264,188,1097,1260,1007,1499,954
1.743,907,260,1830,990,1169,289,198,1143,1270,1034,1505,888
1.766,883,235,1824,988,1171,280,194,1143,1292,1068,1534,935
1.8,880,286,1878,1183,1388,266,190,1231,1316,1327,1563,954
1.784,886,193,1878,820,1158,266,192,1126,1304,1000,1533,947
1.773,893,191,1806,806,1234,269,193,1126,1301,1119,1538,927
1.727,855,207,1814,844,1145,265,192,1123,1266,1002,1485,895
1.719,833,223,1773,917,1137,263,190,1076,1255,992,1487,919
1.801,874,183,1791,725,1028,275,190,1110,1295,875,1534,976
1.781,878,203,1831,839,1134,269,188,1161,1286,993,1515,933
1.713,855,267,1774,986,1138,273,194,1146,1257,1051,1487,887
1.749,862,216,1800,855,1158,273,190,1120,1273,987,1508,935
1.619,815,238,1709,877,1139,252,171,1090,1199,1018,1401,839
1.658,797,265,1708,969,1151,256,185,1072,1197,1070,1436,889
1.822,972,239,2000,930,1236,289,210,1242,1376,1044,1574,905
1.73,833,244,1693,996,1165,269,186,1129,1284,1052,1499,957
1.661,836,226,1661,923,1144,246,168,1094,1220,1067,1441,876
1.858,934,206,1866,872,1185,282,200,1175,1383,1048,1597,944
1.765,903,207,1832,858,1182,275,186,1150,1297,1007,1533,912
1.952,1005,227,1953,947,1231,297,205,1228,1453,1122,1689,1013
1.8,919,267,1863,1081,1311,271,190,1171,1339,1213,1566,924
1.708,823,194,1719,793,1103,262,173,1085,1246,946,1470,927
1.749,877,267,1814,1002,1248,259,187,1147,1294,1144,1516,918
1.649,837,256,1721,1012,1181,259,180,1115,1194,1113,1432,874
1.705,855,237,1804,970,1179,273,195,1137,1250,1097,1485,878
1.836,943,244,1899,999,1242,289,198,1250,1334,1114,1602,950
1.825,938,177,1899,779,1103,274,197,1164,1350,942,1577,932
1.653,841,172,1707,715,1080,267,189,1064,1231,964,1428,861
1.72,864,211,1779,865,1130,259,179,1122,1283,983,1490,889
1.708,838,247,1786,1026,1220,264,187,1133,1256,1124,1476,901
1.725,857,246,1736,990,1202,259,175,1109,1273,1057,1497,925
1.835,898,299,1918,1130,1363,291,199,1223,1329,1254,1602,994
1.728,854,244,1802,975,1149,260,187,1124,1274,1034,1509,921
1.748,877,240,1870,953,1220,274,185,1191,1291,1100,1521,883
1.805,941,221,1896,830,1161,288,207,1161,1331,978,1562,910
1.735,879,243,1776,917,1163,265,191,1146,1280,1071,1506,895
1.687,810,241,1740,950,1166,269,187,1074,1227,1064,1441,920
1.71,856,230,1779,880,1155,279,191,1116,1254,1005,1468,897
1.786,890,182,1889,715,1093,280,200,1147,1323,894,1537,902
1.751,856,220,1776,891,1192,265,192,1149,1266,1058,1513,953
1.75,891,212,1765,848,1132,269,191,1130,1269,998,1505,898
1.758,882,172,1814,767,1055,253,190,1084,1277,893,1508,917
1.785,915,220,1838,860,1135,266,192,1174,1320,1012,1538,920
1.763,858,260,1823,1069,1196,276,194,1154,1271,1099,1533,920
1.708,836,264,1730,971,1195,253,178,1136,1281,1125,1484,904
1.763,876,232,1796,981,1212,261,191,1136,1272,1080,1522,936
1.75,864,230,1839,949,1222,261,187,1116,1275,1122,1512,933
1.71,817,281,1746,1055,1201,249,180,1110,1270,1079,1473,929
1.803,931,240,1936,980,1244,280,192,1198,1333,1115,1564,907
1.725,852,250,1854,1009,1223,249,192,1150,1263,1137,1508,887
1.817,923,256,1909,1018,1252,272,194,1181,1304,1144,1580,933
1.723,861,244,1786,947,1098,260,190,1136,1250,1008,1490,894
1.598,798,230,1687,899,1137,244,171,1062,1181,1002,1382,849
1.717,886,193,1881,805,1163,281,197,1137,1280,986,1502,864
1.737,858,310,1784,1189,1380,271,196,1152,1281,1272,1508,927
1.814,886,287,1813,1127,1185,271,197,1170,1334,1128,1582,972
1.721,848,230,1761,951,1210,264,185,1088,1257,1097,1495,925
1.818,905,254,1983,1003,1210,276,209,1141,1330,1087,1576,947
1.735,871,225,1783,946,1218,271,197,1102,1270,1081,1498,908
1.76,849,209,1837,864,1188,256,189,1118,1295,1036,1534,938
1.793,909,228,1825,939,1195,270,193,1185,1327,1074,1565,921
1.722,835,257,1796,1051,1232,281,185,1115,1266,1174,1512,933
1.85,912,243,1830,1010,1249,270,189,1228,1354,1153,1603,970
1.719,817,233,1783,947,1246,264,181,1091,1251,1133,1489,951
1.74,877,188,1836,784,1179,263,194,1110,1273,1003,1514,914
1.731,833,254,1782,1007,1225,266,192,1145,1264,1114,1482,914
1.842,934,217,1896,873,1217,274,202,1185,1356,1044,1595,967
1.8,885,266,1869,1056,1262,265,188,1168,1313,1106,1551,940
1.71,892,222,1766,918,1162,274,187,1106,1257,1011,1477,896
1.803,845,260,1819,1031,1231,266,194,1119,1304,1116,1548,1000
1.8,887,212,1851,867,1188,289,203,1218,1326,1003,1555,964
1.744,915,242,1930,919,1262,277,197,1199,1303,1116,1526,855
1.735,845,235,1763,997,1255,269,186,1118,1272,1200,1494,940
1.706,833,287,1745,1070,1176,261,190,1101,1248,1090,1478,933
1.687,874,208,1732,797,1121,252,177,1141,1225,934,1469,866
1.803,900,229,1864,938,1215,285,203,1163,1316,1083,1565,961
1.897,983,208,1970,845,1183,284,204,1261,1395,1054,1643,968
1.768,842,236,1789,945,1214,275,189,1091,1281,1068,1527,959
1.652,790,245,1671,977,1150,247,176,1081,1199,1003,1421,897
1.749,896,191,1847,753,1111,270,191,1098,1281,932,1515,899
1.772,871,246,1754,1002,1157,269,186,1174,1290,1071,1526,937
1.788,905,254,1899,1000,1189,272,198,1168,1330,1107,1568,919
1.833,890,227,1883,881,1192,286,198,1148,1334,1028,1568,955
1.76,854,216,1772,907,1175,272,189,1093,1274,1024,1508,944
1.662,840,179,1686,800,1085,257,177,1133,1209,968,1425,870
1.899,959,251,2036,1039,1240,288,209,1305,1429,1161,1654,952
1.7,847,196,1796,816,1136,275,193,1079,1225,999,1459,900
1.923,990,220,1996,897,1184,298,208,1233,1417,1028,1661,980
1.782,868,195,1826,815,1143,284,198,1113,1299,986,1542,964
1.773,881,244,1810,961,1173,269,194,1098,1301,1059,1521,956
1.779,881,269,1773,1022,1180,278,197,1192,1306,1121,1536,949
1.718,821,239,1790,1000,1172,255,191,1096,1242,1105,1492,923
1.744,873,253,1782,1025,1218,265,183,1122,1280,1073,1520,932
1.761,873,257,1791,1007,1270,268,188,1153,1279,1154,1527,941
1.722,871,195,1770,777,1142,267,194,1077,1263,941,1487,907
1.814,884,212,1829,845,1122,278,192,1106,1308,914,1564,973
1.786,876,203,1812,799,1116,273,189,1147,1335,947,1555,940
1.659,812,299,1729,1098,1253,254,179,1108,1189,1180,1441,879
1.711,866,241,1787,956,1218,281,195,1139,1256,1043,1481,890
1.647,808,286,1723,1134,1249,270,186,1077,1206,1199,1434,896
1.71,881,243,1764,926,1146,263,191,1094,1253,996,1482,882
1.805,900,201,1906,815,1206,297,211,1137,1315,1010,1568,951
1.671,826,201,1749,789,1075,249,188,1051,1233,914,1449,886
1.735,797,202,1787,811,1128,258,185,1064,1257,981,1478,951
1.758,871,233,1851,958,1207,283,200,1145,1280,1057,1529,907
1.804,862,235,1816,996,1216,272,192,1191,1316,1106,1553,959
1.731,889,252,1798,983,1177,265,184,1149,1271,1055,1504,891
1.779,923,197,1809,803,1169,282,188,1142,1316,993,1537,911
1.852,917,259,1893,1038,1242,296,203,1224,1358,1140,1621,989
1.725,820,276,1763,1078,1280,257,187,1199,1257,1172,1504,945
1.768,843,273,1799,1035,1175,262,182,1112,1290,1158,1533,952
1.709,865,270,1760,999,1155,255,176,1135,1240,1084,1475,875
1.74,843,234,1766,1020,1136,264,190,1127,1291,1094,1512,927
1.836,900,275,1947,1088,1273,280,202,1143,1334,1150,1578,970
1.747,895,269,1972,1014,1299,280,210,1197,1310,1122,1523,867
1.725,903,201,1868,836,1166,276,202,1200,1281,1038,1505,869
1.745,857,245,1856,1080,1295,269,199,1125,1286,1153,1504,925
1.736,819,267,1752,1006,1196,258,180,1157,1275,1067,1500,915
1.825,931,202,1776,779,1073,274,197,1159,1345,947,1562,951
1.742,866,231,1819,950,1189,268,190,1139,1294,1049,1510,940
1.793,908,239,1858,925,1211,280,196,1142,1345,1043,1571,928
1.747,852,326,1899,1214,1302,277,206,1174,1314,1232,1518,891
1.743,862,197,1810,801,1125,264,187,1175,1283,956,1498,914
1.832,936,250,1923,972,1260,287,206,1164,1377,1076,1603,951
1.708,842,194,1809,772,1109,275,196,1090,1269,947,1464,901
1.802,923,250,1931,988,1263,280,198,1227,1351,1096,1568,888
1.757,864,238,1813,976,1205,268,190,1122,1273,1089,1510,936
1.861,934,235,1986,983,1228,296,216,1211,1359,1083,1612,963
1.8,882,220,1793,859,1120,265,192,1141,1317,1010,1543,956
1.708,863,276,1786,1063,1215,277,195,1095,1264,1139,1482,889
1.774,870,268,1851,1031,1144,287,201,1178,1290,1079,1531,909
1.723,853,285,1822,1051,1317,267,199,1155,1267,1174,1513,912
1.828,901,190,1905,748,1092,286,209,1144,1333,899,1572,957
1.808,922,309,1835,1136,1334,278,190,1190,1365,1203,1575,950
1.683,823,192,1828,775,1207,270,193,1062,1242,1009,1457,866
1.736,924,202,1888,740,1131,288,207,1143,1312,961,1505,863
1.722,820,224,1796,915,1164,261,194,1146,1241,1077,1483,922
1.761,866,264,1786,1051,1254,267,188,1172,1293,1163,1520,941
1.814,925,344,1916,1207,1232,274,203,1204,1340,1179,1582,960
1.815,933,198,1932,802,1159,290,207,1193,1359,1016,1570,920
1.8,889,290,1878,1116,1239,277,200,1151,1328,1163,1554,924
1.822,943,291,1922,1042,1175,270,200,1218,1361,1053,1594,908
1.654,801,242,1656,918,1134,258,179,1089,1201,1050,1422,891
1.621,788,295,1706,1124,1214,256,186,1110,1182,1105,1393,869
1.716,837,226,1776,912,1146,274,189,1070,1267,997,1464,925
1.644,825,285,1733,1072,1198,264,188,1113,1216,1103,1426,845
1.682,865,277,1785,1042,1249,263,198,1116,1269,1098,1463,888
1.651,844,177,1757,756,1076,257,187,1054,1228,912,1424,855
1.704,847,272,1739,1003,1214,272,185,1107,1261,1181,1482,888
1.784,866,223,1833,886,1193,279,198,1115,1310,1031,1539,933
1.64,801,231,1706,911,1179,254,181,1070,1180,1067,1396,874
1.688,865,216,1854,815,1162,280,205,1049,1249,968,1470,891
1.795,914,217,1837,891,1131,260,193,1149,1318,1033,1564,924
1.839,937,202,1895,765,1140,277,196,1145,1353,909,1596,953
1.71,840,279,1749,1041,1195,260,186,1127,1238,1111,1467,900
1.73,859,282,1779,1054,1199,273,186,1160,1285,1106,1511,899
1.669,779,315,1727,1152,1222,272,187,1063,1223,1183,1435,897
1.782,890,285,1892,1107,1322,284,199,1166,1298,1208,1550,936
1.745,882,233,1859,908,1151,274,194,1143,1277,1010,1521,896
1.655,815,264,1720,1018,1205,251,181,1102,1214,1147,1426,885
1.803,894,252,1901,995,1240,301,211,1148,1358,1135,1544,947
1.735,852,379,1863,1358,1294,286,204,1155,1279,1309,1510,894
1.729,851,296,1788,1067,1235,269,196,1139,1261,1177,1490,909
1.738,877,214,1895,845,1210,273,196,1108,1272,981,1502,898
1.78,924,224,1836,934,1159,269,190,1145,1298,1097,1543,906
1.836,959,214,1977,901,1173,277,204,1210,1351,1016,1599,936
1.722,860,290,1749,1091,1130,262,191,1145,1271,1100,1490,911
1.907,961,274,1979,1100,1285,283,215,1199,1449,1227,1654,990
1.639,834,251,1722,1013,1184,271,190,1038,1216,1156,1417,879
1.784,906,215,1840,895,1166,274,197,1170,1306,1019,1544,908
1.657,829,246,1687,972,1235,244,178,1075,1231,1131,1433,885
1.743,840,240,1790,932,1067,263,194,1101,1257,957,1498,916
1.763,873,264,1791,1050,1255,268,188,1107,1285,1174,1539,941
1.688,820,276,1764,1047,1244,260,186,1090,1216,1121,1457,923
1.751,874,251,1759,975,1190,274,187,1162,1290,1060,1516,919
1.808,924,235,1895,969,1182,267,199,1151,1321,1102,1550,930
1.818,920,261,1803,999,1140,266,194,1186,1352,1033,1575,956
1.67,793,250,1699,1002,1127,255,188,1048,1208,1075,1433,923
1.893,972,279,2034,1071,1252,294,213,1253,1415,1131,1651,964
1.802,898,211,1903,890,1198,292,203,1140,1307,1068,1547,947
1.697,841,270,1705,1071,1240,256,174,1124,1266,1148,1477,888
1.722,850,278,1831,1056,1213,261,192,1139,1271,1099,1504,896
1.745,899,269,1769,1021,1168,268,185,1134,1271,1107,1519,903
1.729,851,295,1793,1104,1245,270,193,1125,1277,1176,1492,928
1.74,852,232,1799,962,1180,245,182,1077,1278,1062,1517,951
1.674,822,222,1688,886,1158,249,175,1066,1194,1036,1431,880
1.742,849,259,1812,1000,1202,253,190,1100,1273,1100,1501,939
1.777,877,258,1859,1013,1199,265,194,1168,1295,1092,1549,909
1.78,897,288,1850,1112,1253,270,190,1160,1301,1158,1544,940
1.6,832,212,1779,826,1111,252,177,1066,1170,939,1383,817
1.707,852,270,1828,1049,1219,269,186,1139,1271,1142,1478,900
1.781,866,243,1790,970,1150,270,194,1170,1310,1050,1542,937
1.765,911,181,1858,820,1178,279,202,1155,1284,973,1521,909
1.784,873,184,1849,778,1110,275,188,1181,1321,927,1554,926
1.808,902,308,1936,1165,1342,288,204,1268,1326,1257,1570,899
1.702,850,249,1748,960,1166,252,180,1105,1267,1075,1472,888
1.777,878,212,1860,883,1158,273,193,1101,1337,1010,1530,927
1.728,864,217,1802,888,1172,262,195,1101,1277,1029,1490,899
1.746,825,217,1753,882,1109,250,180,1089,1288,1063,1502,940
1.717,826,219,1736,875,1156,269,191,1103,1252,953,1471,943
1.809,947,213,1932,821,1158,283,202,1162,1347,1008,1583,906
1.742,897,223,1876,902,1222,277,193,1171,1309,1036,1513,874
1.946,999,225,2037,954,1239,293,205,1282,1425,1018,1691,987
1.787,872,226,1820,963,1171,276,199,1122,1310,1047,1541,968
1.825,897,236,1856,943,1162,266,190,1170,1319,1048,1571,953
1.915,963,215,1971,851,1218,292,197,1239,1406,1034,1661,975
1.831,956,230,1957,907,1189,294,213,1233,1372,1011,1592,908
1.798,875,243,1904,992,1236,281,197,1168,1324,1106,1556,944
1.77,960,200,1897,767,1113,270,194,1211,1340,951,1536,850
1.733,887,215,1773,835,1104,279,187,1144,1288,964,1505,888
1.706,853,194,1851,851,1147,257,184,1077,1281,1011,1488,880
1.802,921,224,1933,864,1228,295,215,1197,1318,967,1556,923
1.707,808,211,1704,887,1195,260,188,1070,1220,988,1442,954
1.736,842,350,1827,1287,1310,283,197,1161,1283,1277,1489,900
1.787,897,322,1773,1124,1231,273,180,1216,1325,1120,1567,917
1.613,789,208,1685,846,1164,243,172,1052,1172,997,1388,870
1.638,832,191,1721,813,1083,254,181,1091,1209,872,1432,820
1.779,912,284,1836,1070,1212,281,197,1192,1323,1108,1562,915
1.77,908,189,1891,735,1138,284,214,1135,1316,953,1534,904
1.734,839,255,1817,1015,1219,258,177,1127,1268,1086,1486,926
1.712,854,217,1813,895,1139,270,193,1069,1228,1090,1478,899
1.817,898,228,1889,932,1232,288,202,1146,1331,1038,1567,980
1.618,840,200,1749,762,1095,255,180,1020,1221,942,1399,842
1.673,820,214,1762,884,1185,260,186,1042,1217,1022,1435,910
1.745,845,269,1808,1070,1263,278,191,1130,1265,1213,1518,941
1.836,943,180,1939,739,1100,291,200,1184,1381,922,1592,907
1.722,876,210,1872,836,1148,279,204,1141,1269,977,1491,868
1.718,846,286,1759,1080,1258,274,185,1142,1277,1168,1501,894
1.824,888,199,1848,816,1155,277,204,1123,1329,948,1557,1003
1.941,1001,217,2033,904,1205,287,214,1227,1434,1007,1678,1007
1.883,950,178,1977,756,1152,271,194,1166,1390,977,1612,960
1.838,910,190,1911,808,1152,286,200,1146,1350,990,1572,948
1.772,902,205,1823,845,1125,274,194,1102,1290,975,1537,942
1.797,941,294,2004,1075,1315,299,211,1198,1323,1161,1565,915
1.699,831,209,1703,853,1076,267,185,1103,1225,930,1463,901
1.7,829,268,1775,1073,1297,267,191,1098,1237,1213,1472,921
1.707,809,259,1753,1018,1161,250,177,1055,1236,1061,1460,924
1.818,956,213,1987,846,1180,285,206,1209,1368,1008,1588,898
1.708,887,232,1823,856,1137,262,184,1121,1251,1015,1478,865
1.787,880,209,1849,883,1142,277,198,1118,1312,1004,1551,934
1.75,881,206,1785,889,1060,265,191,1098,1260,944,1512,926
1.742,883,253,1828,985,1230,277,194,1135,1261,1083,1508,899
1.623,786,282,1711,1086,1247,259,188,1062,1187,1201,1401,883
1.771,882,219,1799,893,1192,264,191,1152,1309,1064,1515,945
1.724,843,217,1750,911,1144,254,192,1090,1266,1011,1496,914
1.951,970,217,2059,929,1257,309,212,1290,1427,1095,1689,1003
1.729,929,202,1906,770,1146,272,208,1115,1289,964,1496,865
1.719,851,181,1730,751,1079,264,189,1031,1253,953,1469,930
1.723,882,257,1869,970,1219,269,186,1198,1275,1052,1504,896
1.694,818,260,1742,985,1189,250,185,1090,1220,1070,1447,922
1.691,825,236,1687,958,1104,244,167,1083,1230,1041,1454,922
1.733,917,211,1823,846,1150,267,194,1128,1271,1013,1510,862
1.677,833,231,1779,952,1184,258,180,1060,1220,1088,1454,896
1.758,901,204,1878,775,1111,264,200,1107,1286,968,1512,897
1.899,972,318,1948,1168,1310,295,203,1226,1412,1301,1654,980
1.761,884,237,1809,915,1157,279,195,1155,1266,1009,1524,945
1.716,915,234,1854,913,1110,280,198,1148,1283,1023,1512,844
1.741,879,247,1753,1021,1200,268,194,1140,1274,1136,1502,910
1.774,870,249,1780,995,1244,265,182,1140,1283,1147,1530,952
1.714,866,258,1794,1016,1143,283,200,1125,1255,1037,1499,891
1.745,875,248,1769,1027,1214,271,196,1150,1309,1131,1522,909
1.754,860,253,1865,1080,1268,274,190,1123,1266,1192,1529,917
1.727,877,230,1818,958,1207,282,193,1136,1244,1111,1486,894
1.774,899,268,1809,1028,1158,270,192,1137,1305,1117,1534,939
1.756,845,292,1840,1097,1234,267,195,1132,1270,1153,1507,966
1.756,886,217,1847,914,1210,272,197,1119,1303,1093,1550,906
1.774,887,260,1853,1032,1183,270,197,1143,1286,1063,1543,925
